,Nflow
0,0.3509380165289256
1,0.36631818181818177
2,0.36631818181818177
3,0.36631818181818177
4,0.36631818181818177
5,0.36631818181818177
6,0.36631818181818177
7,0.36631818181818177
8,0.36631818181818177
9,0.36631818181818177
10,0.36631818181818177
11,0.36631818181818177
12,0.36631818181818177
13,0.36631818181818177
14,0.36631818181818177
15,0.36631818181818177
16,0.36631818181818177
17,0.36631818181818177
18,0.36631818181818177
19,0.36631818181818177
20,0.36631818181818177
21,0.36631818181818177
22,0.36631818181818177
23,0.36631818181818177
24,0.36631818181818177
25,0.36631818181818177
26,0.36631818181818177
27,0.36631818181818177
28,0.36631818181818177
29,0.36631818181818177
