,Nflow
0,0.21545454545454543
1,0.21987190082644628
2,0.21987190082644628
3,0.21987190082644628
4,0.21987190082644628
5,0.21987190082644628
6,0.21987190082644628
7,0.21987190082644628
8,0.21987190082644628
9,0.21987190082644628
10,0.21987190082644628
11,0.21987190082644628
12,0.21987190082644628
13,0.21987190082644628
14,0.21987190082644628
15,0.21987190082644628
16,0.21987190082644628
17,0.21987190082644628
18,0.21987190082644628
19,0.21987190082644628
20,0.21987190082644628
21,0.21987190082644628
22,0.21987190082644628
23,0.21987190082644628
24,0.21987190082644628
25,0.21987190082644628
26,0.21987190082644628
27,0.21987190082644628
28,0.21987190082644628
29,0.21987190082644628
