,Nflow
0,0.041410560000000006
1,0.03837760000000002
2,0.04383488
3,0.03531904
4,0.059317760000000004
5,0.04351104
6,0.045466240000000005
7,0.04065984
8,0.0407616
9,0.043466240000000045
10,0.04079616000000001
11,0.06054079999999998
12,0.04580864
13,0.04050240000000002
14,0.03722496000000001
15,0.054169599999999984
16,0.040211200000000016
17,0.04316992
18,0.04396288
19,0.04580736
20,0.04106944000000001
21,0.046821119999999994
22,0.039182080000000015
23,0.04519360000000001
24,0.04953791999999999
25,0.042421759999999996
26,0.042421759999999996
27,0.042421759999999996
28,0.042421759999999996
29,0.042421759999999996
