,Nflow
0,0.04684992
1,0.04563776000000001
2,0.03691584
3,0.039728000000000006
4,0.05024511999999999
5,0.05097983999999999
6,0.04363584000000001
7,0.041739519999999995
8,0.03976
9,0.038832000000000005
10,0.039393280000000024
11,0.038142080000000016
12,0.04028416000000003
13,0.037701120000000025
14,0.05184768
15,0.04735808000000001
16,0.03987072
17,0.03905024
18,0.044385279999999985
19,0.03760768000000001
20,0.03819264
21,0.04893183999999999
22,0.042121599999999995
23,0.05349631999999999
24,0.04203903999999999
25,0.0463648
26,0.03946751999999999
27,0.042121599999999995
28,0.05349631999999999
29,0.04203903999999999
