,Nflow
0,0.043064320000000024
1,0.03687872000000001
2,0.04025471999999999
3,0.04649664
4,0.03972736000000002
5,0.04302272
6,0.05241599999999998
7,0.03869696000000002
8,0.04300032000000001
9,0.04902464
10,0.04254912000000001
11,0.058949759999999976
12,0.044668160000000005
13,0.04637823999999999
14,0.03755136000000001
15,0.04173440000000001
16,0.0452096
17,0.039788800000000006
18,0.03780032000000002
19,0.04300032000000001
20,0.04902464
21,0.04254912000000001
22,0.058949759999999976
23,0.044668160000000005
24,0.04637823999999999
25,0.03755136000000001
26,0.04173440000000001
27,0.0452096
28,0.039788800000000006
29,0.03780032000000002
