,Nflow
0,0.041826560000000026
1,0.08578944
2,0.04988480000000002
3,0.07071423999999998
4,0.045534080000000005
5,0.06628032000000002
6,0.08048063999999999
7,0.0647808
8,0.052700800000000006
9,0.05021056000000001
10,0.04755328000000001
11,0.05785728000000001
12,0.058499840000000004
13,0.04755328000000001
14,0.05785728000000001
15,0.058499840000000004
16,0.04755328000000001
17,0.05785728000000001
18,0.058499840000000004
19,0.04755328000000001
20,0.05785728000000001
21,0.058499840000000004
22,0.04755328000000001
23,0.05785728000000001
24,0.058499840000000004
25,0.04755328000000001
26,0.05785728000000001
27,0.058499840000000004
28,0.04755328000000001
29,0.05785728000000001
