,Nflow
0,0.053078125000000004
1,0.07456249999999999
2,0.060246093750000014
3,0.07372265624999999
4,0.061621093749999994
5,0.06238671875
6,0.059101562499999996
7,0.06033593749999999
8,0.06176171875
9,0.06973828125
10,0.06221484375
11,0.05442578125000001
12,0.06836328125
13,0.07214453125
14,0.06580859375
15,0.06519921875000001
16,0.06656640625000002
17,0.06716796875
18,0.0647265625
19,0.06479687500000002
20,0.06309375
21,0.05550781250000002
22,0.06322656250000001
23,0.06056640625
24,0.06280859375
25,0.07289453124999999
26,0.05608203125000001
27,0.06487109375
28,0.054496093750000016
29,0.0579921875
