,Nflow
0,0.061238281250000005
1,0.0634453125
2,0.06954296875000002
3,0.06136328125
4,0.054039062500000005
5,0.061417968749999996
6,0.07051953125000002
7,0.057718750000000006
8,0.06666406250000001
9,0.073671875
10,0.08437890624999998
11,0.06382421875
12,0.069140625
13,0.07240625
14,0.061453125000000004
15,0.05875000000000001
16,0.064921875
17,0.05609375
18,0.07410546875
19,0.05703515625000001
20,0.06391796875000001
21,0.08266796874999999
22,0.0825859375
23,0.07163671875
24,0.0714609375
25,0.0685625
26,0.05848046875000001
27,0.0867109375
28,0.056316406250000006
29,0.05702734375
