,Nflow
0,0.07211718750000001
1,0.0699453125
2,0.09034374999999997
3,0.0898359375
4,0.08606249999999999
5,0.07748828125000001
6,0.07767578124999999
7,0.06228515625
8,0.06969921875000001
9,0.09092578124999999
10,0.0903046875
11,0.08097265625
12,0.0857734375
13,0.07369921874999999
14,0.09125390625
15,0.0657578125
16,0.10443359375
17,0.08567187499999998
18,0.07855078125
19,0.09158984375000001
20,0.07973828125
21,0.0822265625
22,0.09201171875
23,0.094171875
24,0.07408984374999998
25,0.07667187499999999
26,0.08014453125000001
27,0.0792109375
28,0.101109375
29,0.06598828125
