,Nflow
0,0.06462499999999999
1,0.06075390625
2,0.07031640625
3,0.0712421875
4,0.056421874999999996
5,0.12214453125
6,0.063859375
7,0.07574218749999999
8,0.09066796875
9,0.053976562500000005
10,0.06614843749999999
11,0.0818046875
12,0.051484375
13,0.056488281249999994
14,0.08387890625
15,0.05780859375
16,0.06253515625
17,0.0569765625
18,0.06614843749999999
19,0.056699218749999995
20,0.1055390625
21,0.050636718750000004
22,0.07093359375
23,0.070984375
24,0.07371484375
25,0.07186328125
26,0.06041015625
27,0.06334375
28,0.07912890624999999
29,0.0552578125
