,Nflow
0,0.022850000000000002
1,0.02732999999999997
2,0.02047
3,0.021384999999999998
4,0.02389999999999998
5,0.02737499999999998
6,0.023634999999999993
7,0.028629999999999975
8,0.02236
9,0.02162499999999999
10,0.020079999999999997
11,0.020419999999999994
12,0.022219999999999986
13,0.02155499999999999
14,0.02430499999999998
15,0.03065000000000002
16,0.02554999999999999
17,0.022310000000000007
18,0.023024999999999997
19,0.021925000000000007
20,0.022484999999999988
21,0.02404500000000001
22,0.02389999999999998
23,0.02737499999999998
24,0.023634999999999993
25,0.028629999999999975
26,0.02236
27,0.02162499999999999
28,0.020079999999999997
29,0.020419999999999994
