,Nflow
0,0.02655000000000001
1,0.023949999999999996
2,0.021870000000000004
3,0.02328999999999999
4,0.02464999999999997
5,0.023434999999999984
6,0.02749999999999999
7,0.02717499999999998
8,0.024014999999999977
9,0.03476999999999996
10,0.021265
11,0.024374999999999977
12,0.022890000000000008
13,0.020675
14,0.02114999999999999
15,0.03162000000000002
16,0.022624999999999992
17,0.023239999999999997
18,0.024834999999999975
19,0.022694999999999993
20,0.026069999999999992
21,0.023595000000000005
22,0.023084999999999994
23,0.024685000000000006
24,0.02114999999999999
25,0.03162000000000002
26,0.022624999999999992
27,0.023239999999999997
28,0.024834999999999975
29,0.022694999999999993
