,Nflow
0,0.019595
1,0.021949999999999976
2,0.04251499999999995
3,0.026400000000000014
4,0.02435999999999999
5,0.027870000000000027
6,0.019134999999999982
7,0.019950000000000002
8,0.022989999999999997
9,0.021929999999999977
10,0.02010999999999999
11,0.019264999999999994
12,0.019894999999999993
13,0.02213999999999999
14,0.019239999999999993
15,0.03302999999999996
16,0.021379999999999982
17,0.02369999999999997
18,0.018329999999999992
19,0.02307999999999998
20,0.02094000000000001
21,0.030915000000000026
22,0.020030000000000006
23,0.020364999999999987
24,0.028349999999999966
25,0.034619999999999956
26,0.024974999999999973
27,0.021624999999999978
28,0.02811000000000002
29,0.018815
