,Nflow
0,0.03310999999999998
1,0.033769999999999994
2,0.03351000000000002
3,0.034015000000000004
4,0.03403000000000001
5,0.028444999999999995
6,0.034665000000000015
7,0.031375000000000014
8,0.033624999999999995
9,0.03760000000000001
10,0.033775000000000006
11,0.033889999999999997
12,0.03027000000000001
13,0.040429999999999994
14,0.030745
15,0.03947500000000002
16,0.036344999999999995
17,0.035145
18,0.034959999999999984
19,0.03818499999999998
20,0.036775000000000016
21,0.03360500000000002
22,0.034645000000000016
23,0.028570000000000005
24,0.028255000000000002
25,0.03565500000000001
26,0.027035
27,0.03353500000000001
28,0.029629999999999993
29,0.03453
