,Nflow
0,0.01629999999999999
1,0.017960000000000004
2,0.016079999999999983
3,0.01744999999999998
4,0.016614999999999984
5,0.01908499999999997
6,0.016814999999999983
7,0.019019999999999985
8,0.017855
9,0.016979999999999985
10,0.01997000000000001
11,0.020705000000000008
12,0.016474999999999997
13,0.017999999999999988
14,0.017525
15,0.017734999999999997
16,0.016769999999999993
17,0.017960000000000004
18,0.016079999999999983
19,0.01744999999999998
20,0.016614999999999984
21,0.01908499999999997
22,0.016814999999999983
23,0.019019999999999985
24,0.017855
25,0.016979999999999985
26,0.01997000000000001
27,0.020705000000000008
28,0.016474999999999997
29,0.017999999999999988
