,Nflow
0,0.03557500000000001
1,0.02932500000000001
2,0.02773999999999999
3,0.03598000000000002
4,0.03895999999999998
5,0.030840000000000006
6,0.028750000000000005
7,0.031125000000000017
8,0.035540000000000016
9,0.031125000000000017
10,0.035540000000000016
11,0.031125000000000017
12,0.035540000000000016
13,0.031125000000000017
14,0.035540000000000016
15,0.031125000000000017
16,0.035540000000000016
17,0.031125000000000017
18,0.035540000000000016
19,0.031125000000000017
20,0.035540000000000016
21,0.031125000000000017
22,0.035540000000000016
23,0.031125000000000017
24,0.035540000000000016
25,0.031125000000000017
26,0.035540000000000016
27,0.031125000000000017
28,0.035540000000000016
29,0.031125000000000017
