,Nflow
0,0.016444999999999984
1,0.018039999999999987
2,0.01874
3,0.01863
4,0.01609999999999999
5,0.020329999999999977
6,0.019464999999999996
7,0.017499999999999995
8,0.016189999999999993
9,0.02005499999999997
10,0.018319999999999986
11,0.017305
12,0.019759999999999982
13,0.018219999999999983
14,0.020655000000000007
15,0.018219999999999983
16,0.020655000000000007
17,0.018219999999999983
18,0.020655000000000007
19,0.018219999999999983
20,0.020655000000000007
21,0.018219999999999983
22,0.020655000000000007
23,0.018219999999999983
24,0.020655000000000007
25,0.018219999999999983
26,0.020655000000000007
27,0.018219999999999983
28,0.020655000000000007
29,0.018219999999999983
