,Nflow
0,0.017174999999999985
1,0.017739999999999995
2,0.017189999999999997
3,0.020650000000000005
4,0.018115
5,0.019549999999999977
6,0.019445000000000004
7,0.019170000000000006
8,0.01697999999999999
9,0.019629999999999977
10,0.017945
11,0.016569999999999994
12,0.018514999999999997
13,0.01738999999999999
14,0.017604999999999992
15,0.01697999999999999
16,0.019629999999999977
17,0.017945
18,0.016569999999999994
19,0.018514999999999997
20,0.01738999999999999
21,0.017604999999999992
22,0.01697999999999999
23,0.019629999999999977
24,0.017945
25,0.016569999999999994
26,0.018514999999999997
27,0.01738999999999999
28,0.017604999999999992
29,0.01697999999999999
