,TRUST,TRUST++ MV,TRUST++ tuned,boosting,MC,K_tuned
0,0.019280000000000005,0.014674999999999988,0.014789999999999992,0.022309999999999972,0.07612499999999993,90.0
1,0.018814999999999964,0.015520000000000004,0.015920000000000004,0.02191999999999999,0.07571499999999995,80.0
2,0.02175,0.016894999999999976,0.016254999999999978,0.020610000000000007,0.08537000000000003,75.0
3,0.021575000000000007,0.01628499999999998,0.016189999999999996,0.021434999999999982,0.08383500000000006,85.0
4,0.021599999999999966,0.01510999999999999,0.015554999999999987,0.018919999999999992,0.08233000000000007,90.0
5,0.019964999999999976,0.01503500000000001,0.015345000000000006,0.019539999999999974,0.08452000000000004,95.0
6,0.018999999999999996,0.015399999999999987,0.01514499999999999,0.02087999999999998,0.0781949999999999,90.0
7,0.021475000000000008,0.016134999999999997,0.015810000000000005,0.020575,0.07769499999999999,85.0
8,0.020475,0.014889999999999997,0.01458999999999999,0.01949499999999996,0.08837000000000007,80.0
9,0.020739999999999995,0.015480000000000004,0.015299999999999985,0.02089499999999997,0.08381500000000004,95.0
10,0.019414999999999984,0.015899999999999987,0.01636499999999998,0.02174999999999997,0.08122000000000003,95.0
11,0.01937999999999999,0.014809999999999985,0.014809999999999985,0.019884999999999965,0.0825100000000001,100.0
12,0.020159999999999997,0.014910000000000003,0.014674999999999999,0.022894999999999957,0.08034499999999993,85.0
13,0.02128499999999998,0.016034999999999983,0.01618999999999998,0.020954999999999974,0.08650000000000008,95.0
14,0.020444999999999977,0.014985,0.01512,0.019664999999999978,0.08376500000000008,95.0
15,0.020654999999999975,0.016304999999999997,0.016534999999999994,0.020144999999999986,0.07785000000000002,75.0
16,0.02016499999999999,0.015034999999999982,0.015264999999999997,0.018989999999999993,0.08652500000000013,90.0
17,0.018394999999999974,0.015804999999999993,0.015284999999999986,0.019434999999999984,0.07426499999999994,80.0
18,0.021364999999999988,0.01637000000000001,0.016585,0.01954999999999997,0.08338499999999999,90.0
19,0.021744999999999997,0.01617499999999998,0.016840000000000004,0.02072999999999996,0.06616000000000001,70.0
20,0.022379999999999997,0.01671499999999999,0.01645,0.021049999999999982,0.08518500000000005,80.0
21,0.02014499999999999,0.016669999999999983,0.016685000000000005,0.020929999999999987,0.07881500000000004,85.0
22,0.020050000000000002,0.016225000000000007,0.016059999999999977,0.020314999999999982,0.0849800000000001,95.0
23,0.019109999999999988,0.01587499999999998,0.015590000000000001,0.018844999999999987,0.08738000000000001,90.0
24,0.02078499999999999,0.016689999999999997,0.016689999999999997,0.02132999999999998,0.07303499999999993,100.0
25,0.01956499999999998,0.016499999999999973,0.016299999999999985,0.019994999999999964,0.08415000000000016,95.0
26,0.018039999999999997,0.01510000000000001,0.01510000000000001,0.01903999999999998,0.08349000000000005,100.0
27,0.021079999999999977,0.016364999999999987,0.016059999999999998,0.020494999999999965,0.077765,85.0
28,0.019799999999999984,0.016579999999999994,0.016369999999999985,0.020799999999999978,0.07666999999999997,95.0
29,0.02050499999999998,0.017319999999999988,0.01674999999999998,0.021434999999999985,0.07619999999999992,95.0
