,Nflow
0,0.019085
1,0.020180000000000007
2,0.016914999999999996
3,0.02127999999999997
4,0.016124999999999994
5,0.01841499999999999
6,0.017859999999999987
7,0.0195
8,0.01939499999999998
9,0.019305000000000006
10,0.019350000000000006
11,0.02479499999999997
12,0.02001999999999999
13,0.017359999999999993
14,0.01738999999999999
15,0.01764999999999999
16,0.020864999999999974
17,0.018234999999999987
18,0.019695000000000004
19,0.018079999999999975
20,0.02103500000000001
21,0.030699999999999953
22,0.019880000000000002
23,0.01911499999999998
24,0.019884999999999996
25,0.03094999999999997
26,0.02474999999999996
27,0.016949999999999986
28,0.018219999999999993
29,0.02280999999999997
