,Nflow
0,0.020573333333333346
1,0.031939999999999955
2,0.01871333333333333
3,0.01818666666666666
4,0.0295133333333333
5,0.02516000000000002
6,0.019959999999999988
7,0.019326666666666655
8,0.017839999999999995
9,0.018473333333333345
10,0.018819999999999996
11,0.018839999999999992
12,0.023233333333333307
13,0.01972666666666666
14,0.02984666666666663
15,0.01790666666666666
16,0.02769999999999997
17,0.022366666666666642
18,0.03444666666666662
19,0.018926666666666668
20,0.03187333333333329
21,0.019273333333333344
22,0.020926666666666684
23,0.02105999999999998
24,0.018266666666666664
25,0.019346666666666654
26,0.029213333333333296
27,0.028006666666666635
28,0.02458000000000002
29,0.023560000000000015
