,Nflow
0,0.02439999999999997
1,0.01454666666666667
2,0.014093333333333326
3,0.014233333333333329
4,0.032206666666666696
5,0.02880666666666669
6,0.016459999999999992
7,0.02362666666666662
8,0.049753333333333295
9,0.01406
10,0.016793333333333348
11,0.01638666666666664
12,0.012873333333333329
13,0.015193333333333338
14,0.020326666666666635
15,0.022620000000000015
16,0.015140000000000006
17,0.015193333333333324
18,0.022440000000000015
19,0.023826666666666625
20,0.02267333333333335
21,0.01971999999999997
22,0.015026666666666647
23,0.022000000000000016
24,0.020726666666666678
25,0.024626666666666682
26,0.019626666666666678
27,0.02122666666666668
28,0.017786666666666645
29,0.016486666666666643
