,Nflow
0,0.04849333333333329
1,0.03589333333333331
2,0.04431333333333329
3,0.06388666666666663
4,0.034306666666666645
5,0.03576666666666666
6,0.033326666666666664
7,0.046666666666666634
8,0.03438666666666665
9,0.04891999999999997
10,0.03799333333333331
11,0.032499999999999994
12,0.036553333333333306
13,0.030739999999999993
14,0.034033333333333325
15,0.03821999999999998
16,0.030893333333333342
17,0.031066666666666663
18,0.03697333333333333
19,0.07174666666666663
20,0.03187333333333334
21,0.05191333333333329
22,0.09427999999999995
23,0.05001333333333329
24,0.03238666666666667
25,0.03125333333333333
26,0.03058
27,0.05413999999999996
28,0.04735333333333328
29,0.04478666666666663
