,Nflow
0,0.025879999999999993
1,0.029826666666666633
2,0.025426666666666646
3,0.03045999999999996
4,0.026826666666666648
5,0.028440000000000017
6,0.028706666666666644
7,0.02445999999999998
8,0.02923333333333332
9,0.034273333333333274
10,0.025153333333333312
11,0.031880000000000026
12,0.031919999999999976
13,0.02695333333333334
14,0.03748666666666661
15,0.0271133333333333
16,0.024546666666666647
17,0.026106666666666663
18,0.02845333333333332
19,0.02732666666666667
20,0.024833333333333315
21,0.023713333333333326
22,0.021653333333333327
23,0.026739999999999976
24,0.029019999999999997
25,0.029079999999999953
26,0.027406666666666666
27,0.030273333333333294
28,0.02510666666666664
29,0.027026666666666657
