,Nflow
0,0.026860000000000023
1,0.022666666666666682
2,0.021706666666666683
3,0.024513333333333352
4,0.02200666666666664
5,0.018933333333333316
6,0.01803333333333333
7,0.01884666666666666
8,0.022393333333333352
9,0.03479333333333336
10,0.018246666666666668
11,0.01835333333333333
12,0.026246666666666685
13,0.026293333333333307
14,0.022026666666666642
15,0.017993333333333326
16,0.020813333333333343
17,0.0280333333333333
18,0.028620000000000024
19,0.021826666666666647
20,0.03554666666666662
21,0.020419999999999983
22,0.020520000000000014
23,0.01798666666666666
24,0.025226666666666682
25,0.021873333333333307
26,0.022999999999999975
27,0.024499999999999973
28,0.01916666666666667
29,0.022219999999999976
