,Nflow
0,0.02994666666666666
1,0.032033333333333316
2,0.02837333333333333
3,0.027133333333333336
4,0.030873333333333322
5,0.03286666666666665
6,0.04984666666666667
7,0.03477999999999998
8,0.03146666666666665
9,0.02852666666666666
10,0.026906666666666666
11,0.03548666666666665
12,0.02952
13,0.03015999999999999
14,0.03293999999999998
15,0.029566666666666658
16,0.030126666666666663
17,0.03175999999999998
18,0.03014666666666665
19,0.03228666666666666
20,0.032653333333333326
21,0.03273333333333332
22,0.04796666666666667
23,0.04941333333333334
24,0.033113333333333314
25,0.03433999999999999
26,0.029806666666666662
27,0.04734666666666667
28,0.028413333333333336
29,0.03143333333333332
