,Nflow
0,0.03945999999999999
1,0.0356
2,0.04027333333333332
3,0.02184666666666664
4,0.02614666666666664
5,0.033726666666666655
6,0.03667999999999999
7,0.025873333333333318
8,0.03616
9,0.037593333333333326
10,0.035553333333333326
11,0.03497333333333332
12,0.039353333333333324
13,0.03459333333333332
14,0.02381333333333332
15,0.03195999999999999
16,0.03575333333333333
17,0.03245333333333333
18,0.03846666666666665
19,0.03611999999999999
20,0.03558
21,0.03941333333333333
22,0.03730666666666666
23,0.035619999999999985
24,0.03873333333333333
25,0.03804
26,0.03731999999999999
27,0.04218666666666665
28,0.037499999999999985
29,0.03469333333333333
