,Nflow
0,0.02351999999999997
1,0.029739999999999968
2,0.029759999999999967
3,0.02186666666666664
4,0.02308666666666665
5,0.0276133333333333
6,0.023579999999999976
7,0.023019999999999978
8,0.029326666666666626
9,0.02446666666666663
10,0.025479999999999968
11,0.03204666666666662
12,0.033093333333333294
13,0.024639999999999974
14,0.020199999999999982
15,0.02757999999999997
16,0.024813333333333312
17,0.02603999999999997
18,0.023606666666666644
19,0.027399999999999966
20,0.026579999999999975
21,0.02755333333333329
22,0.0283933333333333
23,0.023779999999999975
24,0.02251333333333332
25,0.02634666666666664
26,0.02320666666666665
27,0.023226666666666642
28,0.01969333333333331
29,0.024573333333333308
