,Nflow
0,0.030746666666666648
1,0.028819999999999985
2,0.03203333333333333
3,0.028313333333333322
4,0.030306666666666655
5,0.02644666666666666
6,0.02807333333333333
7,0.031893333333333315
8,0.028193333333333317
9,0.030146666666666655
10,0.028033333333333327
11,0.027766666666666665
12,0.04902
13,0.03251333333333332
14,0.02883999999999999
15,0.031513333333333324
16,0.025639999999999982
17,0.028146666666666657
18,0.028393333333333336
19,0.027493333333333324
20,0.034279999999999984
21,0.028899999999999995
22,0.04708666666666667
23,0.02854666666666666
24,0.05036666666666667
25,0.031446666666666664
26,0.031133333333333325
27,0.05039333333333334
28,0.027626666666666674
29,0.029133333333333327
