,Nflow
0,0.03866666666666667
1,0.03630666666666666
2,0.033573333333333316
3,0.03545333333333333
4,0.03617333333333332
5,0.039039999999999984
6,0.03595999999999999
7,0.03666666666666665
8,0.034126666666666666
9,0.043706666666666665
10,0.032073333333333336
11,0.04044666666666667
12,0.048633333333333306
13,0.032453333333333334
14,0.03376666666666666
15,0.033460000000000004
16,0.033726666666666676
17,0.034919999999999986
18,0.03563999999999999
19,0.03861333333333333
20,0.04039333333333334
21,0.03437333333333333
22,0.038773333333333326
23,0.03606
24,0.04113999999999998
25,0.03486666666666667
26,0.03465333333333333
27,0.04127999999999999
28,0.03600666666666668
29,0.03252666666666666
