,Nflow
0,0.05164000000000001
1,0.03367333333333332
2,0.03267333333333333
3,0.04905333333333334
4,0.02958666666666666
5,0.028799999999999996
6,0.03473999999999998
7,0.029933333333333322
8,0.029919999999999985
9,0.030119999999999994
10,0.028979999999999985
11,0.04864000000000001
12,0.03191333333333333
13,0.02930000000000001
14,0.05190666666666668
15,0.03747333333333331
16,0.03415999999999998
17,0.04637333333333334
18,0.04981333333333334
19,0.029246666666666664
20,0.05272666666666667
21,0.028699999999999993
22,0.028540000000000003
23,0.031559999999999984
24,0.02672666666666667
25,0.028219999999999985
26,0.03142666666666665
27,0.030293333333333318
28,0.047773333333333334
29,0.029026666666666655
