,Nflow
0,0.046328125000000026
1,0.06603515625000002
2,0.06483203125000002
3,0.05901562500000002
4,0.07526953125000001
5,0.04520703125000003
6,0.04772656250000003
7,0.05422265625000002
8,0.05644531250000002
9,0.054640625000000026
10,0.056738281250000015
11,0.07851953125000001
12,0.08118359375
13,0.06544140625000001
14,0.05720703125000002
15,0.05193359375000002
16,0.04747656250000003
17,0.08532421875000001
18,0.062261718750000014
19,0.04895703125000002
20,0.04776562500000003
21,0.04775390625000002
22,0.05160546875000002
23,0.056710937500000023
24,0.05894140625000002
25,0.050785156250000026
26,0.055375000000000014
27,0.07699609375000001
28,0.05342187500000002
29,0.05546484375000002
