,Nflow
0,0.05434375000000002
1,0.05777734375000002
2,0.050746093750000026
3,0.05279687500000002
4,0.052859375000000014
5,0.04839062500000003
6,0.05322656250000002
7,0.04750390625000002
8,0.05990234375000002
9,0.04819921875000002
10,0.05226171875000002
11,0.05893359375000001
12,0.05846875000000002
13,0.06823437500000001
14,0.051953125000000024
15,0.06660937500000003
16,0.062468750000000024
17,0.060406250000000015
18,0.07490625000000001
19,0.07192578125000001
20,0.04676562500000002
21,0.05180468750000002
22,0.07394921875000002
23,0.049859375000000025
24,0.06372656250000001
25,0.05238281250000002
26,0.08014843750000002
27,0.047269531250000024
28,0.06173828125000003
29,0.06282031250000003
