,Nflow
0,0.07853906250000002
1,0.058851562500000024
2,0.057085937500000024
3,0.05686328125000002
4,0.05338281250000003
5,0.05346875000000002
6,0.04928906250000003
7,0.05723828125000002
8,0.06712109375000001
9,0.047464843750000034
10,0.053625000000000034
11,0.04985546875000003
12,0.06372265625000002
13,0.04891015625000003
14,0.061191406250000024
15,0.06652734375000002
16,0.06435156250000001
17,0.05100781250000003
18,0.05211328125000003
19,0.05496484375000002
20,0.04799218750000003
21,0.054253906250000025
22,0.04804296875000003
23,0.0743125
24,0.06075781250000002
25,0.05279296875000003
26,0.05309765625000003
27,0.06372656250000003
28,0.05169140625000002
29,0.05054296875000003
