,Nflow
0,0.04446093750000002
1,0.05362890625000002
2,0.049687500000000016
3,0.05246875000000001
4,0.06473437500000001
5,0.05755468750000001
6,0.06941406250000001
7,0.07282421875
8,0.07408203125
9,0.04623046875000002
10,0.05097265625000001
11,0.06444140625000001
12,0.06088671875000001
13,0.048511718750000016
14,0.05435546875000001
15,0.05025781250000002
16,0.04908593750000002
17,0.06951171875
18,0.056152343750000014
19,0.04683203125000002
20,0.060851562500000005
21,0.05266796875000001
22,0.05688281250000001
23,0.04637500000000003
24,0.05021875000000002
25,0.04837109375000002
26,0.04639843750000002
27,0.053156250000000016
28,0.04592578125000002
29,0.06038671875000001
