,Nflow
0,0.0925390625
1,0.046531250000000024
2,0.045679687500000024
3,0.05199218750000002
4,0.044925781250000026
5,0.057312500000000016
6,0.04605078125000003
7,0.048871093750000025
8,0.043734375000000034
9,0.044738281250000025
10,0.045191406250000024
11,0.055574218750000015
12,0.04500390625000002
13,0.043812500000000025
14,0.044937500000000026
15,0.045953125000000025
16,0.04523046875000003
17,0.047253906250000026
18,0.04949609375000002
19,0.05234375000000002
20,0.04420703125000003
21,0.049464843750000015
22,0.04975390625000002
23,0.047984375000000024
24,0.05555468750000001
25,0.04842578125000002
26,0.04648437500000002
27,0.047984375000000024
28,0.044964843750000025
29,0.04313281250000003
