,Nflow
0,0.04924609375000003
1,0.07147656250000001
2,0.05014843750000004
3,0.06217578125000002
4,0.05708593750000002
5,0.056019531250000025
6,0.049871093750000026
7,0.05773828125000002
8,0.05996093750000002
9,0.06138671875000001
10,0.06073437500000002
11,0.07879687500000002
12,0.05403515625000002
13,0.06580078125000002
14,0.050707031250000034
15,0.05178906250000003
16,0.052027343750000024
17,0.05963671875000002
18,0.06439453125000003
19,0.04937109375000003
20,0.05880859375000001
21,0.07194531250000002
22,0.054542968750000025
23,0.05429687500000002
24,0.059000000000000025
25,0.06160156250000002
26,0.06814843750000002
27,0.05693359375000003
28,0.048941406250000034
29,0.054031250000000024
