,Nflow
0,0.05055859375000001
1,0.042964843750000016
2,0.08957812499999998
3,0.05222265625
4,0.048226562500000014
5,0.053992187500000004
6,0.08958203124999999
7,0.071625
8,0.0831953125
9,0.09494921874999998
10,0.07523046874999999
11,0.05085546875000001
12,0.069765625
13,0.05562109375000001
14,0.04094140625000002
15,0.04583984375000002
16,0.0975703125
17,0.06126171875
18,0.048851562500000015
19,0.05692187500000001
20,0.044437500000000026
21,0.054855468750000004
22,0.08558593749999999
23,0.05014843750000001
24,0.043429687500000036
25,0.0695859375
26,0.05516796875
27,0.08169921874999998
28,0.068578125
29,0.043843750000000015
