,Nflow
0,0.07173437499999999
1,0.04371093750000002
2,0.0660390625
3,0.04429687500000002
4,0.05364843750000001
5,0.04592968750000002
6,0.05194531250000001
7,0.057054687500000006
8,0.04628515625000002
9,0.10330468749999999
10,0.09942578125
11,0.05387890625000001
12,0.071578125
13,0.06586328125
14,0.0786328125
15,0.06304296875
16,0.053984375
17,0.062402343750000006
18,0.04643750000000002
19,0.04745703125000003
20,0.05366406250000001
21,0.05049218750000001
22,0.04508593750000002
23,0.10278515624999998
24,0.056593750000000005
25,0.05781640625000001
26,0.04784375000000002
27,0.0586015625
28,0.1038515625
29,0.04739062500000002
