,Nflow
0,0.0665546875
1,0.04503906250000002
2,0.070265625
3,0.04030078125000002
4,0.04358593750000002
5,0.042429687500000035
6,0.0685234375
7,0.05004687500000002
8,0.04573046875000002
9,0.0615703125
10,0.09044140625
11,0.07365234375
12,0.090140625
13,0.068265625
14,0.05278125000000001
15,0.06768750000000001
16,0.08574609374999999
17,0.0638515625
18,0.04319921875000002
19,0.09958984375
20,0.06611328125
21,0.08613281249999999
22,0.06601953125
23,0.07383203125
24,0.07149609374999999
25,0.06442968750000001
26,0.041652343750000015
27,0.05748828125
28,0.0674921875
29,0.06746093749999998
