,Nflow
0,0.077015625
1,0.09356640625
2,0.07516015625
3,0.05688671875000002
4,0.05946875000000002
5,0.054714843750000026
6,0.0981796875
7,0.08746484375000002
8,0.045238281250000026
9,0.046750000000000035
10,0.08394531250000001
11,0.05588281250000002
12,0.07639062500000002
13,0.07405859375000001
14,0.07236328125000002
15,0.09042968750000001
16,0.09711328125000002
17,0.08049609375
18,0.06321093750000002
19,0.052921875000000014
20,0.09253515625000003
21,0.11326562499999998
22,0.045738281250000026
23,0.05855468750000002
24,0.04622265625000002
25,0.05258593750000001
26,0.06289843750000003
27,0.08314453125
28,0.04810937500000003
29,0.06676953125000001
