,Nflow
0,0.050117187500000014
1,0.07424609374999999
2,0.05138671875000001
3,0.04561718750000002
4,0.0611640625
5,0.04173046875000001
6,0.05234765625000001
7,0.04176562500000003
8,0.044070312500000014
9,0.04499609375000001
10,0.042234375000000025
11,0.04315625000000003
12,0.048964843750000014
13,0.07888671874999999
14,0.04656640625000002
15,0.043242187500000015
16,0.05433203125
17,0.046265625000000025
18,0.045347656250000035
19,0.06884375000000001
20,0.04398828125000002
21,0.056437500000000015
22,0.0578828125
23,0.04166796875000001
24,0.04212890625000003
25,0.0592890625
26,0.07405078124999999
27,0.042164062500000016
28,0.04939843750000002
29,0.05278125
