,TRUST,TRUST++ MV,TRUST++ tuned,boosting,MC,K_tuned
0,0.05245703125000015,0.05100390625000012,0.054515625000000116,0.04030468750000002,0.05375781250000023,45.0
1,0.04520312500000004,0.05342578125000011,0.05933203125000011,0.048714843750000056,0.05333203125000019,35.0
2,0.055890625,0.050773437500000095,0.05751562500000008,0.04021484375000006,0.05366015625000016,45.0
3,0.05463671875000001,0.05219140625000014,0.05951171875000015,0.04317968750000006,0.05192968750000018,40.0
4,0.05025390625000012,0.05021875000000012,0.05021875000000012,0.04348828125000006,0.0524375000000001,100.0
5,0.0526210937500001,0.04858593750000012,0.04858593750000012,0.040792968750000026,0.05261328125000019,100.0
6,0.04859765625000005,0.052515625000000093,0.05774218750000008,0.04184375000000006,0.052191406250000225,70.0
7,0.056187500000000085,0.05552734375000017,0.058675781250000204,0.04375000000000002,0.0535898437500002,45.0
8,0.0520312500000001,0.05358203125000018,0.05594921875000012,0.03928906250000003,0.05282031250000019,45.0
9,0.05286718749999999,0.050625000000000114,0.05474218750000015,0.050894531250000034,0.05291015625000019,65.0
10,0.050367187500000084,0.05235156250000013,0.05782031250000011,0.04389453125000005,0.05293750000000016,50.0
11,0.05682421875000014,0.05224609375000015,0.05321093750000014,0.04000781250000004,0.05442187500000021,95.0
12,0.05976562500000008,0.05292578125000014,0.05608593750000012,0.04258203125000006,0.05194140625000021,85.0
13,0.05441406250000006,0.055320312500000086,0.06079687500000011,0.045394531249999995,0.05216796875000017,75.0
14,0.049128906250000055,0.04805078125000004,0.04805078125000004,0.041234375000000045,0.05240625000000019,100.0
15,0.05557031250000013,0.0466992187500001,0.05644921875000013,0.04433203125000003,0.052945312500000195,35.0
16,0.05285546875000007,0.05357812500000015,0.05756640625000014,0.042000000000000016,0.052296875000000236,45.0
17,0.05762500000000005,0.05339843750000012,0.05992187500000011,0.04639843750000003,0.052703125000000156,50.0
18,0.052718750000000064,0.05266796875000011,0.05266796875000011,0.04627343750000007,0.05203125000000025,100.0
19,0.05091406250000014,0.052343750000000085,0.05801562500000017,0.043289062499999996,0.053867187500000156,50.0
20,0.04948046875000006,0.04699609375000008,0.053003906250000093,0.04344921875000005,0.05360937500000019,45.0
21,0.05763671875000001,0.05222656250000012,0.05222656250000012,0.04505078125000009,0.052824218750000186,100.0
22,0.058410156250000116,0.05026953125000014,0.05092968750000012,0.041957031250000096,0.05384375000000021,95.0
23,0.05390625000000004,0.05300000000000012,0.05463281250000015,0.04089843750000004,0.05358593750000018,50.0
24,0.05135156250000009,0.0550429687500001,0.0550429687500001,0.04523828125000006,0.0535976562500002,100.0
25,0.06028125000000003,0.05576562500000011,0.060996093750000084,0.039046875000000016,0.05383203125000018,80.0
26,0.05445312500000009,0.0550820312500001,0.05549218750000011,0.051070312500000055,0.05191406250000023,95.0
27,0.05694921875000004,0.05355859375000015,0.059730468750000085,0.04128125000000005,0.05014843750000021,45.0
28,0.05853515625000008,0.05710156250000009,0.0582500000000001,0.042781250000000035,0.05396093750000019,95.0
29,0.06182031250000009,0.05531250000000008,0.05531250000000008,0.04177734375000003,0.05356250000000019,100.0
