,Nflow
0,0.05371900826446285
1,0.07045454545454549
2,0.050000000000000044
3,0.06301652892561987
4,0.057438016528925655
5,0.13245454545454546
6,0.06859504132231409
7,0.0637561983471075
8,0.06673553719008268
9,0.07944214876033061
10,0.07989256198347111
11,0.06301652892561987
12,0.050000000000000044
13,0.06301652892561987
14,0.06859504132231409
15,0.06110743801652897
16,0.06301652892561987
17,0.06487603305785128
18,0.06487603305785128
19,0.06301652892561987
20,0.06487603305785128
21,0.07009090909090913
22,0.06673553719008268
23,0.07576446280991739
24,0.06295041322314054
25,0.08817768595041325
26,0.07970661157024797
27,0.06673553719008268
28,0.059297520661157066
29,0.057438016528925655
