,Nflow
0,0.06115702479338847
1,0.06487603305785128
2,0.0704545454545455
3,0.05557851239669426
4,0.05743801652892567
5,0.0741735537190083
6,0.05743801652892567
7,0.07231404958677692
8,0.06487603305785128
9,0.059297520661157066
10,0.06301652892561987
11,0.06859504132231409
12,0.05557851239669426
13,0.08161157024793393
14,0.059297520661157066
15,0.05371900826446285
16,0.06115702479338848
17,0.05743801652892567
18,0.05371900826446285
19,0.05371900826446285
20,0.057438016528925655
21,0.05371900826446285
22,0.0667355371900827
23,0.06301652892561987
24,0.05371900826446285
25,0.05743801652892567
26,0.07231404958677692
27,0.06487603305785128
28,0.059297520661157066
29,0.06301652892561987
