,Nflow
0,0.06301652892561987
1,0.07029338842975211
2,0.06301652892561987
3,0.05533471074380169
4,0.07789256198347111
5,0.2470661157024793
6,0.06301652892561987
7,0.059297520661157066
8,0.06301652892561987
9,0.06487603305785128
10,0.0760330578512397
11,0.06301652892561987
12,0.07975206611570251
13,0.057438016528925655
14,0.06673553719008268
15,0.27312396694214874
16,0.059297520661157066
17,0.06301652892561987
18,0.105404958677686
19,0.059297520661157066
20,0.07975206611570251
21,0.049954545454545494
22,0.06673553719008268
23,0.09008264462809921
24,0.07045454545454549
25,0.06301652892561987
26,0.06301652892561987
27,0.06115702479338848
28,0.06301652892561987
29,0.06942561983471078
