,TRUST,TRUST++ MV,TRUST++ tuned,boosting,MC,K_tuned
0,0.0347724800000002,0.0275916800000001,0.0262323200000001,0.0411788799999998,0.1448140799999997,0.0
1,0.0322284800000001,0.0278080000000001,0.0283148800000002,0.0413759999999998,0.1441843199999995,0.0
2,0.0345139200000002,0.0263232000000002,0.0287680000000002,0.0425177599999997,0.1443116799999996,0.0
3,0.0369312000000001,0.0277491200000001,0.0270182400000001,0.0426975999999998,0.1441030399999995,0.0
4,0.0318041600000002,0.0296979200000002,0.0294329600000001,0.0440127999999999,0.1441926399999996,0.0
5,0.0313216000000002,0.0315577600000002,0.0303244800000001,0.0454252800000001,0.1442380799999994,0.0
6,0.0305670400000002,0.0301260800000002,0.0304691200000002,0.0424499199999998,0.1440294399999996,0.0
7,0.0406208000000001,0.0305760000000001,0.0265273600000001,0.0404281599999997,0.1439417599999995,0.0
8,0.0316486400000001,0.0296467200000001,0.0271686400000001,0.0413433599999996,0.1442271999999995,0.0
9,0.0359955200000002,0.0276704000000001,0.0293862400000001,0.0465945600000001,0.1439628799999995,0.0
10,0.0339699200000001,0.0296806400000002,0.0264614400000001,0.0384831999999997,0.1439270399999996,0.0
11,0.0333356800000002,0.0274694400000002,0.0267244800000002,0.0432179199999999,0.1439443199999995,0.0
12,0.0329286400000002,0.0289932800000002,0.0282662400000001,0.0405318399999997,0.1439673599999996,0.0
13,0.0351436800000002,0.0291353600000002,0.0277350400000001,0.0433343999999999,0.1438982399999995,0.0
14,0.0312736000000001,0.0273152000000001,0.0284422400000001,0.0434086399999998,0.1440646399999997,0.0
15,0.0320537600000001,0.0269548800000001,0.0277068800000001,0.0466592000000001,0.1438419199999996,0.0
16,0.0338899200000001,0.0279174400000001,0.0294656000000001,0.0436256,0.1440281599999993,0.0
17,0.0284883200000001,0.0264928000000002,0.0280300800000002,0.0418803199999996,0.1443468799999996,0.0
18,0.0340448000000002,0.0268531200000002,0.0294905600000001,0.0434463999999999,0.1442463999999997,0.0
19,0.0311507200000001,0.0290963200000003,0.0277305600000001,0.0411353599999996,0.1444332799999996,0.0
20,0.0396249600000003,0.0304492800000002,0.0304492800000002,0.04337856,0.1442675199999996,0.0
21,0.03721152000000013,0.027147520000000216,0.029513600000000157,0.041200639999999566,0.14393279999999956,45.0
22,0.0356307200000002,0.029493760000000233,0.028652800000000252,0.04070079999999961,0.14424703999999955,50.0
23,0.0364620800000002,0.028703360000000195,0.028703360000000195,0.04038079999999963,0.14429567999999973,100.0
24,0.032147840000000184,0.02787264000000016,0.026666880000000143,0.04023871999999987,0.14423167999999986,25.0
25,0.0373836800000002,0.026072320000000176,0.026954240000000164,0.041108479999999725,0.14420479999999977,30.0
26,0.03274112000000034,0.028143360000000193,0.02715584000000021,0.04041855999999973,0.14439231999999952,55.0
27,0.03419776000000025,0.0278470400000002,0.02708864000000025,0.04317503999999985,0.14423871999999957,60.0
28,0.03545408000000022,0.030849280000000114,0.028384000000000124,0.04041791999999976,0.14409919999999957,35.0
29,0.03961728000000022,0.02738944000000014,0.027945600000000213,0.04389375999999999,0.14423423999999968,40.0
