,Nflow
0,0.10676608000000001
1,0.05000000000000004
2,0.05000000000000004
3,0.07962880000000003
4,0.10539072000000003
5,0.06709632000000004
6,0.11301888000000003
7,0.06796608000000004
8,0.06980736000000004
9,0.05058944000000004
10,0.10293696000000004
11,0.05850944000000003
12,0.09388160000000004
13,0.05416256000000005
14,0.14745024
15,0.05003200000000004
16,0.06869248000000004
17,0.05031616000000003
18,0.05000000000000004
19,0.14288832
20,0.08142144000000005
21,0.054202880000000044
22,0.05000000000000004
23,0.09303232000000003
24,0.05000000000000004
25,0.08711616000000004
26,0.06352896000000004
27,0.05000000000000004
28,0.050547840000000045
29,0.049980800000000034
