,Nflow
0,0.08100288000000003
1,0.05048448000000004
2,0.20441472000000002
3,0.05728384000000004
4,0.05741440000000003
5,0.05051520000000004
6,0.059283200000000036
7,0.08968640000000003
8,0.08390592000000004
9,0.15163328
10,0.06506688000000004
11,0.06380352000000004
12,0.05501184000000004
13,0.06891392000000003
14,0.09565376000000003
15,0.05019264000000004
16,0.05000000000000004
17,0.20294912
18,0.12566720000000003
19,0.053300480000000046
20,0.06418688000000004
21,0.05000000000000004
22,0.05494976000000004
23,0.05611648000000004
24,0.049937280000000035
25,0.05174016000000005
26,0.054090880000000036
27,0.17787456000000001
28,0.06645376000000004
29,0.05000000000000004
