,Nflow
0,0.10052352000000002
1,0.04556800000000004
2,0.07605504000000003
3,0.045843200000000035
4,0.09867456000000002
5,0.06141568000000003
6,0.058165760000000025
7,0.048652800000000045
8,0.05563008000000003
9,0.04655168000000003
10,0.04981184000000003
11,0.04820736000000003
12,0.052002560000000024
13,0.05450112000000003
14,0.057941120000000026
15,0.08930624000000002
16,0.08336128000000002
17,0.04649792000000003
18,0.05465280000000002
19,0.04771968000000004
20,0.04709952000000004
21,0.04654464000000003
22,0.04548608000000004
23,0.07006016000000004
24,0.05408128000000002
25,0.04723968000000003
26,0.04513792000000003
27,0.1323616
28,0.04773632000000003
29,0.05079872000000003
