,Nflow
0,0.0727933884297521
1,0.06900413223140499
2,0.07565289256198351
3,0.07763636363636368
4,0.050000000000000044
5,0.07740082644628102
6,0.06649586776859508
7,0.07611157024793393
8,0.07430165289256202
9,0.08107851239669425
10,0.09000413223140498
11,0.08466942148760331
12,0.06459090909090912
13,0.08075619834710748
14,0.0630247933884298
15,0.06415289256198352
16,0.07447107438016533
17,0.0641239669421488
18,0.087202479338843
19,0.07423140495867772
20,0.194801652892562
21,0.05650826446280995
22,0.07250413223140499
23,0.07712396694214879
24,0.06820247933884302
25,0.06847107438016532
26,0.07299586776859507
27,0.07215289256198351
28,0.06479752066115707
29,0.23865289256198344
