,Nflow
0,0.07635950413223144
1,0.08407438016528929
2,0.09284710743801657
3,0.06075206611570253
4,0.09576859504132233
5,0.07109917355371904
6,0.0855909090909091
7,0.08417355371900828
8,0.07263223140495871
9,0.07173966942148766
10,0.07550826446280995
11,0.09366115702479343
12,0.2373677685950413
13,0.06997933884297525
14,0.06681818181818186
15,0.07335537190082649
16,0.07357851239669425
17,0.08652066115702482
18,0.08219834710743805
19,0.06714049586776864
20,0.06546280991735541
21,0.07275206611570252
22,0.06604545454545457
23,0.06898760330578516
24,0.0739545454545455
25,0.06690909090909096
26,0.07527685950413225
27,0.06224793388429756
28,0.073801652892562
29,0.07228925619834714
