,Nflow
0,0.08997520661157028
1,0.06680991735537192
2,0.07070661157024798
3,0.06195867768595045
4,0.06971074380165293
5,0.06031818181818186
6,0.06590495867768599
7,0.08173140495867771
8,0.23500413223140493
9,0.07107851239669424
10,0.08226859504132233
11,0.18619008264462814
12,0.07460743801652896
13,0.0755826446280992
14,0.060128099173553766
15,0.18859917355371897
16,0.07695867768595045
17,0.08232644628099177
18,0.07661157024793391
19,0.06656198347107442
20,0.07288016528925623
21,0.07416115702479341
22,0.06492975206611575
23,0.08226859504132233
24,0.18619008264462814
25,0.07460743801652896
26,0.0755826446280992
27,0.060128099173553766
28,0.18859917355371897
29,0.07695867768595045
