,Nflow
0,0.049099173553719046
1,0.04911983471074384
2,0.04883057851239673
3,0.05858264462809921
4,0.07697520661157027
5,0.11477685950413227
6,0.07306611570247938
7,0.05745867768595045
8,0.058929752066115726
9,0.08417768595041326
10,0.1355619834710744
11,0.05592148760330583
12,0.09659090909090912
13,0.04902892561983475
14,0.10107438016528927
15,0.04821900826446285
16,0.05804545454545458
17,0.06264049586776863
18,0.05129752066115706
19,0.05513636363636367
20,0.0668223140495868
21,0.10482644628099178
22,0.08060743801652896
23,0.11581818181818185
24,0.052710743801652936
25,0.06974793388429756
26,0.07013223140495871
27,0.06578099173553723
28,0.051421487603305824
29,0.07043801652892565
