,Nflow
0,0.050000000000000044
1,0.0592644628099174
2,0.050000000000000044
3,0.050000000000000044
4,0.055347107438016574
5,0.050000000000000044
6,0.049884297520661196
7,0.12468595041322317
8,0.050000000000000044
9,0.050000000000000044
10,0.050000000000000044
11,0.050000000000000044
12,0.050000000000000044
13,0.050000000000000044
14,0.050000000000000044
15,0.0592644628099174
16,0.050000000000000044
17,0.050000000000000044
18,0.055347107438016574
19,0.050000000000000044
20,0.049884297520661196
21,0.12468595041322317
22,0.050000000000000044
23,0.050000000000000044
24,0.050000000000000044
25,0.050000000000000044
26,0.050000000000000044
27,0.050000000000000044
28,0.050000000000000044
29,0.0592644628099174
