,Nflow,B,N
16,0.07167578125,30000,5
17,0.06785156249999999,30000,5
18,0.06269921875000001,30000,5
19,0.05784375000000001,30000,5
20,0.0556328125,30000,5
21,0.06400390625,30000,5
22,0.06366406250000001,30000,5
23,0.06776953125,30000,5
24,0.07255078125,30000,5
25,0.06615625,30000,5
26,0.06641015624999999,30000,5
27,0.06753515625,30000,5
28,0.06050781250000001,30000,5
29,0.0616796875,30000,5
0,0.06462499999999999,10000,10
1,0.06075390625,10000,10
2,0.07031640625,10000,10
3,0.0712421875,10000,10
4,0.056421874999999996,10000,10
5,0.12214453125,10000,10
6,0.063859375,10000,10
7,0.07574218749999999,10000,10
8,0.09066796875,10000,10
9,0.053976562500000005,10000,10
10,0.06614843749999999,10000,10
11,0.0818046875,10000,10
12,0.051484375,10000,10
13,0.056488281249999994,10000,10
14,0.08387890625,10000,10
15,0.05780859375,10000,10
16,0.06253515625,10000,10
17,0.0569765625,10000,10
18,0.06614843749999999,10000,10
19,0.056699218749999995,10000,10
20,0.1055390625,10000,10
21,0.050636718750000004,10000,10
22,0.07093359375,10000,10
23,0.070984375,10000,10
24,0.07371484375,10000,10
25,0.07186328125,10000,10
26,0.06041015625,10000,10
27,0.06334375,10000,10
28,0.07912890624999999,10000,10
29,0.0552578125,10000,10
0,0.070015625,15000,10
1,0.07704296875,15000,10
2,0.06826171875,15000,10
3,0.06794921874999998,15000,10
4,0.06833984374999999,15000,10
5,0.0860703125,15000,10
6,0.05821093749999999,15000,10
7,0.0657421875,15000,10
8,0.07846484374999999,15000,10
9,0.06832812499999999,15000,10
10,0.08633984374999999,15000,10
11,0.0703125,15000,10
12,0.06549609375000001,15000,10
13,0.0684453125,15000,10
14,0.07553125,15000,10
15,0.07115234374999999,15000,10
16,0.06709765625,15000,10
17,0.07285546875,15000,10
18,0.06426171875,15000,10
19,0.063640625,15000,10
20,0.06988671875,15000,10
21,0.07286328124999998,15000,10
22,0.06695312499999999,15000,10
23,0.074578125,15000,10
24,0.06014453125,15000,10
25,0.08434765625,15000,10
26,0.07414453125,15000,10
27,0.0656875,15000,10
28,0.06311718749999999,15000,10
29,0.06321484375,15000,10
0,0.05711718749999999,20000,10
1,0.06897265624999999,20000,10
2,0.07476953125,20000,10
3,0.0935546875,20000,10
4,0.11182031249999999,20000,10
5,0.08346484374999999,20000,10
6,0.08066015625,20000,10
7,0.07956640625,20000,10
8,0.054605468750000004,20000,10
9,0.06344140625,20000,10
10,0.0655625,20000,10
11,0.07284765625,20000,10
12,0.06576953124999999,20000,10
13,0.059734375,20000,10
14,0.0673125,20000,10
15,0.06351171875,20000,10
16,0.061382812499999995,20000,10
17,0.06016015625,20000,10
18,0.06803515624999999,20000,10
19,0.067109375,20000,10
20,0.06915624999999999,20000,10
21,0.06418359375,20000,10
22,0.06532812499999999,20000,10
23,0.06592187499999999,20000,10
24,0.0659296875,20000,10
25,0.07207812499999999,20000,10
26,0.07853515624999999,20000,10
27,0.04844921875000001,20000,10
28,0.08774218750000001,20000,10
29,0.06787499999999999,20000,10
0,0.0610703125,30000,10
1,0.054078125,30000,10
2,0.06635156249999999,30000,10
3,0.07150781249999999,30000,10
4,0.06405078125,30000,10
5,0.06888671874999999,30000,10
6,0.05985546875,30000,10
