,Nflow,B,N
0,0.04769140625000001,10000,1
1,0.10458593749999998,10000,1
2,0.04310546875000002,10000,1
3,0.06056640625000001,10000,1
4,0.04617968750000002,10000,1
5,0.051546875000000006,10000,1
6,0.08987109374999999,10000,1
7,0.045113281250000026,10000,1
8,0.055894531250000004,10000,1
9,0.05587109375,10000,1
10,0.05881640625000001,10000,1
11,0.049441406250000014,10000,1
12,0.05293359375000001,10000,1
13,0.04208203125000003,10000,1
14,0.060394531249999994,10000,1
15,0.04230859375000002,10000,1
16,0.04269531250000002,10000,1
17,0.08626562499999998,10000,1
18,0.04142968750000002,10000,1
19,0.048136718750000015,10000,1
20,0.08164453125,10000,1
21,0.0527578125,10000,1
22,0.04777734375000002,10000,1
23,0.04241015625000001,10000,1
24,0.04221875000000003,10000,1
25,0.057714843749999994,10000,1
26,0.09230078125,10000,1
27,0.04335937500000001,10000,1
28,0.04335156250000003,10000,1
29,0.04570312500000001,10000,1
0,0.07098437500000002,15000,1
1,0.050730468750000014,15000,1
2,0.04796875000000002,15000,1
3,0.0958359375,15000,1
4,0.05544531250000001,15000,1
5,0.05609765625,15000,1
6,0.08062890625,15000,1
7,0.04199609375000002,15000,1
8,0.051937500000000004,15000,1
9,0.0723203125,15000,1
10,0.04863671875000001,15000,1
11,0.07868359375,15000,1
12,0.04623828125000001,15000,1
13,0.04502343750000001,15000,1
14,0.089796875,15000,1
15,0.06865234375000001,15000,1
16,0.04924609375000001,15000,1
17,0.04203515625000003,15000,1
18,0.08645312500000002,15000,1
19,0.09503515624999999,15000,1
20,0.04209765625000003,15000,1
21,0.05078906250000001,15000,1
22,0.072125,15000,1
23,0.06795703125,15000,1
24,0.051000000000000004,15000,1
25,0.08798046874999998,15000,1
26,0.05187500000000002,15000,1
27,0.05536718750000001,15000,1
28,0.04228906250000002,15000,1
29,0.05669140625000001,15000,1
0,0.06455078125,20000,1
1,0.06523828125,20000,1
2,0.04300000000000003,20000,1
3,0.06484765625,20000,1
4,0.04950781250000001,20000,1
5,0.0599140625,20000,1
6,0.04298046875000002,20000,1
7,0.049363281250000016,20000,1
8,0.04478515625000001,20000,1
9,0.06662890625000001,20000,1
10,0.04352734375000002,20000,1
11,0.05085546875,20000,1
12,0.05600781250000001,20000,1
13,0.04108593750000002,20000,1
14,0.04556640625000001,20000,1
15,0.04972265625000001,20000,1
16,0.05828125000000001,20000,1
17,0.054941406250000005,20000,1
18,0.0868671875,20000,1
19,0.043066406250000015,20000,1
20,0.06068359375,20000,1
21,0.04644921875000001,20000,1
22,0.04574218750000002,20000,1
23,0.083671875,20000,1
24,0.07084765625,20000,1
25,0.05125000000000001,20000,1
26,0.04153906250000003,20000,1
27,0.0672109375,20000,1
28,0.044683593750000014,20000,1
29,0.04062500000000002,20000,1
0,0.05040625000000002,30000,1
1,0.10138671875,30000,1
2,0.045320312500000015,30000,1
3,0.04616015625000001,30000,1
4,0.04374218750000003,30000,1
5,0.04639453125000001,30000,1
6,0.045308593750000015,30000,1
7,0.06434375,30000,1
8,0.05019140625000001,30000,1
9,0.040960937500000016,30000,1
10,0.04689453125000001,30000,1
11,0.04113671875000002,30000,1
12,0.05963671875,30000,1
13,0.06788671874999999,30000,1
14,0.05782421875,30000,1
15,0.059390625,30000,1
16,0.04640234375000001,30000,1
17,0.0583359375,30000,1
18,0.050394531250000006,30000,1
19,0.06371875,30000,1
20,0.05881640625,30000,1
21,0.04425781250000003,30000,1
22,0.08110546874999999,30000,1
23,0.04089062500000002,30000,1
24,0.04515625000000002,30000,1
25,0.047035156250000015,30000,1
26,0.06444921875,30000,1
27,0.06920703125,30000,1
28,0.07592187499999999,30000,1
29,0.04761718750000001,30000,1
0,0.06873828125,10000,5
1,0.06491015625000002,10000,5
2,0.06350000000000001,10000,5
3,0.045589843750000025,10000,5
4,0.05088281250000001,10000,5
5,0.04558593750000002,10000,5
6,0.048113281250000015,10000,5
7,0.05388671875000002,10000,5
8,0.05503125000000001,10000,5
9,0.06343750000000001,10000,5
10,0.050222656250000025,10000,5
11,0.05058203125000002,10000,5
12,0.06075000000000001,10000,5
13,0.06298437500000001,10000,5
14,0.05030859375000002,10000,5
15,0.04751562500000002,10000,5
16,0.05800781250000001,10000,5
17,0.04624609375000002,10000,5
18,0.06409375,10000,5
19,0.046066406250000025,10000,5
20,0.04396875000000003,10000,5
21,0.04727343750000002,10000,5
22,0.05221093750000001,10000,5
23,0.04862890625000002,10000,5
24,0.06491796875000001,10000,5
25,0.045199218750000034,10000,5
26,0.06347656250000003,10000,5
27,0.053042968750000016,10000,5
28,0.05585546875000001,10000,5
29,0.050339843750000016,10000,5
0,0.061597656250000014,15000,5
1,0.044714843750000025,15000,5
2,0.04310546875000003,15000,5
3,0.04496093750000002,15000,5
4,0.04817968750000001,15000,5
5,0.043175781250000024,15000,5
6,0.04507421875000002,15000,5
7,0.04320703125000003,15000,5
8,0.04590234375000002,15000,5
9,0.05355468750000002,15000,5
10,0.04374218750000003,15000,5
11,0.04998046875000002,15000,5
12,0.04496093750000002,15000,5
13,0.04737109375000002,15000,5
14,0.04280078125000003,15000,5
15,0.04759375000000002,15000,5
16,0.046695312500000016,15000,5
17,0.04751171875000002,15000,5
18,0.04871875000000002,15000,5
19,0.04489843750000003,15000,5
20,0.04336718750000003,15000,5
21,0.049652343750000015,15000,5
22,0.04525390625000002,15000,5
23,0.04637109375000002,15000,5
24,0.042968750000000035,15000,5
25,0.04384375000000003,15000,5
26,0.04906250000000002,15000,5
27,0.04400390625000003,15000,5
28,0.046730468750000025,15000,5
29,0.04614843750000002,15000,5
0,0.044085937500000026,20000,5
1,0.05767187500000001,20000,5
2,0.04834375000000002,20000,5
3,0.048589843750000014,20000,5
4,0.048285156250000016,20000,5
5,0.04812500000000002,20000,5
6,0.06325781250000001,20000,5
7,0.049996093750000005,20000,5
8,0.04884765625000002,20000,5
9,0.048613281250000015,20000,5
10,0.049589843750000015,20000,5
11,0.052632812500000015,20000,5
12,0.06421875000000002,20000,5
13,0.04581250000000002,20000,5
14,0.05148828125000001,20000,5
15,0.05269531250000001,20000,5
16,0.07062500000000002,20000,5
17,0.08139453125,20000,5
18,0.047835937500000016,20000,5
19,0.04737890625000002,20000,5
20,0.05355078125000001,20000,5
21,0.061386718750000006,20000,5
22,0.06996875,20000,5
23,0.05279687500000001,20000,5
24,0.04856250000000002,20000,5
25,0.050523437500000025,20000,5
26,0.04409765625000003,20000,5
27,0.053195312500000015,20000,5
28,0.05252734375000002,20000,5
29,0.063390625,20000,5
0,0.04446093750000002,30000,5
1,0.05362890625000002,30000,5
2,0.049687500000000016,30000,5
3,0.05246875000000001,30000,5
4,0.06473437500000001,30000,5
5,0.05755468750000001,30000,5
6,0.06941406250000001,30000,5
7,0.07282421875,30000,5
8,0.07408203125,30000,5
9,0.04623046875000002,30000,5
10,0.05097265625000001,30000,5
