,Nflow
0,0.015813333333333342
1,0.016333333333333342
2,0.018219999999999972
3,0.020379999999999978
4,0.02208666666666664
5,0.01925333333333334
6,0.01582
7,0.01915333333333331
8,0.018379999999999987
9,0.024773333333333303
10,0.019746666666666645
11,0.013473333333333327
12,0.021593333333333308
13,0.017693333333333332
14,0.02150666666666668
15,0.018173333333333343
16,0.01576666666666666
17,0.017479999999999996
18,0.015519999999999975
19,0.01929999999999999
20,0.018399999999999993
21,0.02032666666666665
22,0.018340000000000006
23,0.01929333333333333
24,0.01938000000000002
25,0.014446666666666674
26,0.01617333333333332
27,0.023980000000000022
28,0.017153333333333333
29,0.019080000000000014
