,Nflow
0,0.018979999999999986
1,0.01589333333333331
2,0.013946666666666661
3,0.017933333333333325
4,0.013333333333333336
5,0.01695999999999999
6,0.017999999999999995
7,0.015173333333333315
8,0.015486666666666657
9,0.01897333333333335
10,0.013460000000000001
11,0.01651333333333331
12,0.01640666666666665
13,0.016173333333333328
14,0.014313333333333329
15,0.016900000000000005
16,0.015299999999999987
17,0.014219999999999988
18,0.01829999999999996
19,0.017033333333333338
20,0.013053333333333333
21,0.01576666666666665
22,0.01918000000000001
23,0.01746666666666667
24,0.01140666666666666
25,0.01955999999999997
26,0.014719999999999995
27,0.012999999999999989
28,0.019260000000000013
29,0.012846666666666654
