,TRUST,TRUST++ MV,TRUST++ tuned,boosting,MC,K_tuned
0,0.01225999999999998,0.011093333333333321,0.01025333333333333,0.011526666666666647,0.010619999999999982,15.0
1,0.012166666666666657,0.011286666666666657,0.01035999999999998,0.010913333333333318,0.012446666666666646,45.0
2,0.011546666666666665,0.009753333333333319,0.008933333333333324,0.010379999999999978,0.012619999999999978,35.0
3,0.011093333333333323,0.009673333333333325,0.009026666666666662,0.01049333333333332,0.01206666666666665,40.0
4,0.011633333333333322,0.011619999999999976,0.009379999999999987,0.009179999999999982,0.011193333333333314,15.0
5,0.010926666666666666,0.009679999999999987,0.008719999999999993,0.009513333333333315,0.012353333333333317,25.0
6,0.009659999999999993,0.009879999999999995,0.00827333333333332,0.011273333333333318,0.012453333333333315,15.0
7,0.011879999999999974,0.010973333333333309,0.00987333333333332,0.010899999999999986,0.012613333333333324,10.0
8,0.010066666666666653,0.010906666666666655,0.008639999999999995,0.009933333333333322,0.011806666666666648,10.0
9,0.01095999999999999,0.010426666666666652,0.009326666666666655,0.01091999999999999,0.012733333333333305,15.0
10,0.010593333333333326,0.010293333333333335,0.009966666666666665,0.009826666666666657,0.011339999999999972,75.0
11,0.01154666666666665,0.01053999999999998,0.009566666666666654,0.01063333333333331,0.012166666666666649,20.0
12,0.010959999999999989,0.00931999999999999,0.009193333333333319,0.009886666666666655,0.012466666666666642,10.0
13,0.011786666666666638,0.010726666666666641,0.009546666666666655,0.011646666666666639,0.012666666666666658,10.0
14,0.01123333333333331,0.010546666666666657,0.009353333333333318,0.010919999999999987,0.010306666666666662,10.0
15,0.01237333333333332,0.011386666666666644,0.009173333333333325,0.011259999999999975,0.01308666666666664,15.0
16,0.009926666666666651,0.010466666666666652,0.009519999999999983,0.010986666666666648,0.011453333333333315,10.0
17,0.012173333333333316,0.009633333333333329,0.008526666666666648,0.009099999999999992,0.012259999999999967,15.0
18,0.011033333333333322,0.010939999999999983,0.009533333333333328,0.010979999999999981,0.011993333333333312,15.0
19,0.01013333333333332,0.010080000000000006,0.008693333333333327,0.009459999999999998,0.011333333333333308,35.0
20,0.012046666666666655,0.011333333333333319,0.008713333333333318,0.00987999999999999,0.010539999999999978,10.0
21,0.010539999999999987,0.011253333333333322,0.009186666666666662,0.009999999999999993,0.013146666666666643,10.0
22,0.011806666666666663,0.010859999999999995,0.009726666666666661,0.010846666666666638,0.01127333333333332,10.0
23,0.011313333333333326,0.011546666666666658,0.009766666666666658,0.010673333333333314,0.01224666666666665,10.0
24,0.010793333333333321,0.009773333333333325,0.008779999999999998,0.009226666666666654,0.01131333333333332,15.0
25,0.01135333333333332,0.010859999999999986,0.009513333333333323,0.01155999999999998,0.012659999999999968,15.0
26,0.010599999999999986,0.012066666666666651,0.009973333333333317,0.010926666666666649,0.011319999999999988,10.0
27,0.01045999999999999,0.011039999999999984,0.00935333333333333,0.010326666666666656,0.01249999999999999,15.0
28,0.01112666666666665,0.010813333333333324,0.00910666666666665,0.010679999999999978,0.010933333333333316,10.0
29,0.01111999999999998,0.010666666666666647,0.009546666666666665,0.011693333333333302,0.011046666666666642,10.0
