,Nflow
0,0.01332666666666665
1,0.024066666666666632
2,0.017919999999999988
3,0.023080000000000014
4,0.01960666666666663
5,0.01748666666666668
6,0.021466666666666634
7,0.017739999999999985
8,0.01734666666666666
9,0.01598666666666667
10,0.026573333333333293
11,0.014480000000000003
12,0.017046666666666658
13,0.015953333333333333
14,0.015840000000000003
15,0.014940000000000004
16,0.01522666666666666
17,0.016113333333333344
18,0.015813333333333335
19,0.01821999999999999
20,0.016680000000000004
21,0.01611999999999999
22,0.01973333333333334
23,0.015326666666666664
24,0.024446666666666624
25,0.02014000000000001
26,0.015419999999999972
27,0.016980000000000006
28,0.01648666666666666
29,0.019593333333333324
