,Nflow
0,0.04309999999999998
1,0.019780000000000002
2,0.019693333333333347
3,0.01748666666666667
4,0.01752666666666665
5,0.020206666666666644
6,0.027426666666666648
7,0.01704666666666667
8,0.016013333333333327
9,0.024559999999999995
10,0.01606666666666665
11,0.015213333333333334
12,0.022880000000000008
13,0.018820000000000003
14,0.016726666666666664
15,0.021840000000000012
16,0.016893333333333333
17,0.01673333333333332
18,0.019346666666666675
19,0.022280000000000008
20,0.02205999999999998
21,0.01775999999999999
22,0.019199999999999967
23,0.021213333333333338
24,0.02462000000000002
25,0.01959333333333334
26,0.01846
27,0.021693333333333332
28,0.024266666666666624
29,0.03846666666666664
