,Nflow
0,0.01775333333333334
1,0.020619999999999965
2,0.015699999999999995
3,0.01608666666666667
4,0.02369333333333328
5,0.015179999999999983
6,0.0173533333333333
7,0.015299999999999996
8,0.016700000000000007
9,0.016160000000000004
10,0.016539999999999985
11,0.01559333333333333
12,0.016373333333333323
13,0.014006666666666664
14,0.015953333333333316
15,0.019193333333333302
16,0.014593333333333333
17,0.02203999999999996
18,0.015186666666666649
19,0.02240000000000001
20,0.017493333333333343
21,0.01673333333333332
22,0.016280000000000003
23,0.01757333333333334
24,0.016919999999999984
25,0.01887999999999998
26,0.02034666666666668
27,0.02554000000000002
28,0.018553333333333345
29,0.016606666666666648
