,Nflow
0,0.01804
1,0.01819999999999999
2,0.019359999999999992
3,0.023086666666666682
4,0.02274666666666664
5,0.01904666666666663
6,0.020626666666666675
7,0.02166666666666666
8,0.020160000000000008
9,0.030619999999999977
10,0.020586666666666666
11,0.019046666666666656
12,0.020633333333333347
13,0.017253333333333322
14,0.024466666666666644
15,0.02542666666666664
16,0.01846
17,0.018586666666666654
18,0.022926666666666675
19,0.020760000000000004
20,0.017880000000000007
21,0.019126666666666677
22,0.019806666666666674
23,0.021960000000000007
24,0.018466666666666666
25,0.01625333333333333
26,0.01983999999999997
27,0.02062000000000001
28,0.021866666666666628
29,0.016139999999999988
